student_id,stress_level,cognitive_performance,number sequences marks,perimeter marks,ratio marks,fractions/decimals marks,indices marks,algebra marks,angles marks,volume and capacity marks,area marks,probability marks,recommended_lesson
S01942,High,Average,3,6,3,4,6,3,6,4,3,4,number sequences 
S01943,Medium,High,6,7,6,4,4,4,4,5,4,4,fractions/decimals 
S01944,Medium,Average,2,6,5,6,2,3,5,2,6,5,number sequences 
S01945,Medium,High,5,6,7,3,6,5,4,6,4,4,fractions/decimals 
S01946,Low,High,7,9,7,9,8,7,8,6,6,10,volume and capacity 
S01947,High,Low,4,1,0,3,4,4,1,4,0,1,ratio 
S01948,Medium,Average,8,5,5,8,5,8,6,6,5,8,perimeter 
S01949,Low,Average,5,8,9,5,7,7,9,5,7,7,number sequences 
S01950,Medium,Low,2,5,6,4,3,2,6,6,4,6,number sequences 
S01951,High,Low,2,5,2,3,2,5,2,6,6,6,number sequences 
S01952,High,Low,0,1,1,2,4,1,2,4,0,3,number sequences 
S01953,Medium,Low,6,6,3,5,3,4,7,6,6,6,ratio 
S01954,Low,Very High,7,10,10,7,10,7,9,7,10,8,number sequences 
S01955,Medium,Average,6,6,7,3,3,6,3,5,7,5,fractions/decimals 
S01956,High,Average,2,2,2,4,6,4,2,2,5,6,number sequences 
S01957,Low,Average,5,8,7,7,7,6,6,6,9,7,number sequences 
S01958,Low,High,7,6,9,9,9,9,9,8,10,7,perimeter 
S01959,Low,High,10,7,7,7,9,7,10,10,8,8,perimeter 
S01960,High,Average,5,6,4,6,5,5,3,2,4,6,volume and capacity 
S01961,Medium,Average,5,6,6,4,8,8,7,7,8,7,fractions/decimals 
S01962,Medium,Low,9,9,8,8,7,8,6,8,7,7,angles 
S01963,Low,Average,6,6,7,6,5,3,4,7,6,6,algebra 
S01964,High,High,7,8,5,8,7,5,4,7,5,5,angles 
S01965,Medium,Average,5,2,5,5,3,5,2,2,2,5,perimeter 
S01966,Low,Low,7,9,9,9,6,7,6,8,5,6,area 
S01967,Medium,Low,3,3,7,7,6,7,7,6,7,5,number sequences 
S01968,High,Average,4,5,5,1,1,5,2,2,3,2,fractions/decimals 
S01969,High,Average,0,3,0,0,0,3,0,0,2,2,number sequences 
S01970,Medium,Average,3,6,6,5,7,3,4,3,6,4,number sequences 
S01971,Low,Low,3,5,5,4,3,6,7,5,5,7,number sequences 
S01972,Medium,Average,3,5,5,4,3,4,3,2,4,2,volume and capacity 
S01973,Medium,Low,4,4,6,7,3,6,5,3,5,6,indices 
S01974,Medium,Average,5,6,4,7,6,4,5,3,7,3,volume and capacity 
S01975,Low,High,9,6,6,9,8,7,6,9,6,9,perimeter 
S01976,Medium,Very High,6,7,4,5,7,6,6,5,6,4,ratio 
S01977,Medium,Low,3,6,4,4,7,3,6,3,3,5,number sequences 
S01978,Medium,Average,7,7,5,8,7,7,7,5,8,9,ratio 
S01979,Low,Very High,6,6,8,10,6,10,6,9,7,10,number sequences 
S01980,High,Low,3,2,3,3,2,3,4,3,4,1,probability 
S01981,Medium,Average,4,2,6,3,2,3,5,2,3,5,perimeter 
S01982,Low,Very High,8,10,10,10,7,10,9,9,10,10,indices 
S01983,Low,Very High,7,9,10,9,8,10,9,8,9,10,number sequences 
S01984,High,Average,5,2,5,5,4,6,5,2,4,4,perimeter 
S01985,Medium,High,7,5,7,8,7,5,7,9,7,6,perimeter 
S01986,High,Low,2,5,5,2,5,4,5,5,6,6,number sequences 
S01987,High,Low,1,3,5,3,5,3,3,4,2,4,number sequences 
S01988,Medium,Low,3,4,6,4,7,6,3,7,7,4,number sequences 
S01989,High,Low,3,0,0,0,3,1,2,1,0,0,perimeter 
S01990,Medium,Very High,7,6,6,7,8,7,8,6,7,5,probability 
S01991,Medium,Low,4,7,7,7,4,4,3,4,5,3,angles 
S01992,Medium,Average,6,6,5,4,5,4,3,2,4,6,volume and capacity 
S01993,Medium,High,8,8,5,4,4,8,7,7,5,8,fractions/decimals 
S01994,High,Low,4,0,0,0,0,4,2,0,4,4,perimeter 
S01995,High,Average,4,3,3,1,5,3,2,4,1,5,fractions/decimals 
S01996,Low,High,8,7,7,7,10,10,10,7,10,9,perimeter 
S01997,Medium,Low,3,4,4,6,3,2,5,6,3,5,algebra 
S01998,High,High,9,5,7,6,8,8,7,8,6,7,perimeter 
S01999,Low,Very High,7,8,6,7,10,9,10,7,9,6,ratio 
S02000,High,Average,0,0,1,3,0,3,0,1,2,0,number sequences 
S02001,Low,Average,4,7,4,4,5,7,5,6,6,5,number sequences 
S02002,Low,Average,2,5,2,6,2,5,2,4,4,5,number sequences 
S02003,Low,High,8,10,10,9,6,10,7,7,6,8,indices 
S02004,Medium,High,4,6,5,7,8,6,5,4,7,5,number sequences 
S02005,Low,High,7,6,8,6,8,7,9,5,5,5,volume and capacity 
S02006,Low,High,6,7,7,10,9,10,6,10,7,6,number sequences 
S02007,Medium,Very High,4,8,5,5,5,5,4,4,8,6,number sequences 
S02008,Low,Very High,9,6,5,5,9,6,6,6,7,7,ratio 
S02009,High,Low,2,2,2,5,3,3,2,3,6,5,number sequences 
S02010,High,Low,0,0,0,0,2,1,0,0,2,0,number sequences 
S02011,High,Low,3,3,3,1,5,4,3,3,1,1,fractions/decimals 
S02012,High,Low,5,4,2,2,4,6,3,2,3,2,ratio 
S02013,Medium,Low,6,8,5,8,5,6,6,4,4,7,volume and capacity 
S02014,Low,High,7,9,8,7,7,10,10,10,10,8,number sequences 
S02015,Low,High,9,6,9,5,6,6,6,8,9,7,fractions/decimals 
S02016,Medium,Average,4,6,5,7,4,5,4,6,5,5,number sequences 
S02017,Low,Very High,7,8,8,6,7,9,10,8,8,9,fractions/decimals 
S02018,Medium,High,4,3,5,3,7,6,4,7,4,5,perimeter 
S02019,Low,High,8,10,9,10,9,10,8,9,9,10,number sequences 
S02020,Medium,Low,7,6,6,6,8,9,9,7,6,7,perimeter 
S02021,High,Low,3,6,6,2,6,6,2,2,5,6,fractions/decimals 
S02022,Medium,High,8,8,7,6,6,5,7,7,8,6,algebra 
S02023,High,Average,4,4,2,2,2,4,2,5,3,5,ratio 
S02024,Medium,High,4,5,2,3,2,6,6,3,5,3,ratio 
S02025,Medium,Average,5,6,9,7,6,5,5,7,7,5,number sequences 
S02026,Medium,High,6,5,5,7,4,7,3,3,4,3,angles 
S02027,High,Low,5,6,6,3,6,6,5,3,4,3,fractions/decimals 
S02028,Medium,High,6,5,5,6,3,6,5,3,7,3,indices 
S02029,Low,High,8,8,6,8,7,9,9,9,7,8,ratio 
S02030,Medium,Very High,5,6,8,7,5,4,7,4,6,8,algebra 
S02031,High,Low,0,0,2,1,0,0,0,1,2,0,number sequences 
S02032,High,Low,2,2,0,1,2,3,1,0,1,3,ratio 
S02033,Low,Average,4,5,3,3,5,2,2,5,6,4,algebra 
S02034,Low,Average,3,3,2,5,6,3,3,5,5,4,ratio 
S02035,Medium,Low,4,4,5,7,4,5,5,6,4,8,number sequences 
S02036,Medium,High,8,9,5,6,5,8,7,8,7,9,ratio 
S02037,Medium,High,9,8,8,7,9,9,5,5,7,9,angles 
S02038,Medium,High,4,3,2,3,6,4,2,4,4,3,ratio 
S02039,High,Low,2,2,3,3,1,2,2,3,3,1,indices 
S02040,Medium,High,6,4,5,7,4,4,5,4,8,7,perimeter 
S02041,Low,High,10,7,7,7,9,9,9,10,8,9,perimeter 
S02042,High,Average,3,2,5,2,3,1,5,2,3,5,algebra 
S02043,Medium,Low,2,4,3,6,5,2,6,2,6,3,number sequences 
S02044,Medium,High,7,6,5,5,7,8,4,5,8,8,angles 
S02045,Low,Average,4,5,7,8,4,8,7,5,8,4,number sequences 
S02046,Medium,High,3,7,5,6,4,4,6,6,4,6,number sequences 
S02047,Medium,Low,6,7,6,9,9,5,5,9,6,6,algebra 
S02048,Medium,High,8,5,7,9,8,6,9,5,7,9,perimeter 
S02049,Low,High,9,9,9,7,7,8,8,8,9,10,fractions/decimals 
S02050,High,High,6,8,6,6,4,5,4,7,5,5,indices 
S02051,Low,High,7,8,10,10,9,10,10,9,10,7,number sequences 
S02052,Low,High,7,8,9,5,8,7,6,9,8,8,fractions/decimals 
S02053,High,Low,0,0,2,3,0,2,0,0,0,0,number sequences 
S02054,Medium,Average,7,4,5,4,4,4,6,5,4,6,perimeter 
S02055,High,Average,3,0,1,0,0,1,3,2,2,2,perimeter 
S02056,Medium,Very High,7,6,5,7,7,4,5,5,4,3,probability 
S02057,Medium,Average,8,6,7,8,6,7,7,9,9,8,perimeter 
S02058,Medium,Average,7,5,7,6,3,6,3,7,4,5,indices 
S02059,High,Low,0,0,2,0,1,4,0,4,2,2,number sequences 
S02060,Medium,Low,3,7,7,4,6,4,3,6,3,7,number sequences 
S02061,Low,Low,4,3,7,6,6,4,3,5,7,6,perimeter 
S02062,High,Average,3,0,2,0,1,1,0,2,3,2,perimeter 
S02063,Medium,High,6,8,4,8,8,6,6,4,4,6,ratio 
S02064,Low,Average,5,3,4,7,3,7,5,6,5,5,perimeter 
S02065,Medium,Average,5,6,2,2,5,5,5,6,2,5,ratio 
S02066,Medium,High,6,8,4,6,6,4,6,4,4,8,ratio 
S02067,Medium,High,9,7,9,7,6,8,7,6,7,6,indices 
S02068,Low,Very High,7,10,10,8,9,10,7,10,9,8,number sequences 
S02069,Low,Very High,6,9,8,9,7,10,9,10,8,7,number sequences 
S02070,Low,Average,4,4,3,6,3,4,7,6,4,6,ratio 
S02071,Medium,High,6,5,3,4,5,5,6,5,5,4,ratio 
S02072,Medium,Average,5,5,7,5,8,9,8,7,7,7,number sequences 
S02073,Medium,Average,6,6,4,6,3,4,5,3,5,4,indices 
S02074,Medium,Average,5,7,8,8,7,6,6,9,7,9,number sequences 
S02075,Medium,High,6,6,2,5,6,5,6,2,6,2,ratio 
S02076,High,Low,3,4,5,5,5,5,5,2,4,5,volume and capacity 
S02077,Low,High,9,6,8,10,8,9,9,9,9,10,perimeter 
S02078,Low,High,9,8,10,6,7,10,8,10,8,7,fractions/decimals 
S02079,High,Low,4,6,5,5,4,4,2,5,6,2,angles 
S02080,Medium,Low,8,9,7,9,5,5,5,7,9,9,indices 
S02081,Medium,High,3,7,4,7,5,6,5,6,4,5,number sequences 
S02082,Low,High,9,5,8,8,5,5,6,5,7,6,perimeter 
S02083,Medium,High,7,8,5,4,6,5,8,6,5,8,fractions/decimals 
S02084,Low,High,8,7,7,5,5,7,6,8,7,8,fractions/decimals 
S02085,High,High,4,3,6,3,2,4,2,4,4,4,indices 
S02086,Medium,Average,2,6,5,2,4,3,4,5,6,6,number sequences 
S02087,Medium,Average,5,3,7,4,4,5,6,4,4,7,perimeter 
S02088,Medium,High,3,6,3,2,6,2,6,3,2,5,fractions/decimals 
S02089,Low,High,8,8,7,8,6,9,9,6,6,6,indices 
S02090,Medium,High,6,8,6,5,9,6,5,8,8,6,fractions/decimals 
S02091,Medium,Average,3,6,3,3,6,5,2,5,2,5,angles 
S02092,Medium,Average,6,6,5,6,6,6,6,2,5,2,volume and capacity 
S02093,Medium,Average,7,8,5,8,9,5,7,7,6,6,ratio 
S02094,High,High,7,5,8,9,7,5,5,6,8,9,perimeter 
S02095,High,Low,3,2,1,1,2,1,3,2,5,5,ratio 
S02096,Low,Average,5,5,9,5,7,9,7,5,8,9,number sequences 
S02097,Medium,High,7,8,7,5,8,6,8,9,9,9,fractions/decimals 
S02098,Low,Very High,9,6,7,8,7,9,8,10,7,8,perimeter 
S02099,High,Average,1,0,2,1,2,1,1,2,0,0,perimeter 
S02100,Low,Very High,6,5,6,6,8,9,5,7,5,9,perimeter 
S02101,Medium,Average,8,7,4,7,4,6,8,6,5,8,ratio 
S02102,Low,High,7,6,7,7,8,5,7,9,6,8,algebra 
S02103,High,Low,4,4,2,4,6,3,4,4,4,4,ratio 
S02104,High,High,3,2,3,2,4,3,3,3,4,2,perimeter 
S02105,Low,High,9,10,10,9,10,8,7,10,9,10,angles 
S02106,Medium,High,4,6,7,5,5,6,6,3,3,3,volume and capacity 
S02107,High,Average,1,2,4,1,3,1,3,1,1,2,number sequences 
S02108,Low,High,8,9,8,7,9,7,6,5,9,9,volume and capacity 
S02109,Medium,High,7,8,7,8,8,7,8,4,8,4,volume and capacity 
S02110,High,Average,4,2,3,1,3,4,2,4,1,4,fractions/decimals 
S02111,High,High,2,3,3,2,4,5,2,2,2,6,number sequences 
S02112,Low,Very High,5,6,9,6,8,6,8,7,7,8,number sequences 
S02113,High,Low,2,2,5,6,5,2,3,5,2,4,number sequences 
S02114,Low,Average,6,6,6,9,9,5,9,8,8,8,algebra 
S02115,High,Low,5,3,3,1,3,2,2,4,4,5,fractions/decimals 
S02116,Medium,Average,5,6,9,9,5,8,5,6,9,8,number sequences 
S02117,Medium,High,3,6,6,3,6,5,7,5,4,6,number sequences 
S02118,Medium,Average,7,8,7,8,8,6,9,8,8,9,algebra 
S02119,Low,Very High,9,6,10,10,9,6,7,6,10,10,perimeter 
S02120,High,Average,4,6,2,3,4,4,2,5,4,5,ratio 
S02121,Low,High,7,8,10,9,10,10,8,10,6,7,area 
S02122,High,Low,2,6,4,5,2,6,6,4,6,6,number sequences 
S02123,High,Average,3,1,0,0,0,1,2,0,0,0,ratio 
S02124,Medium,High,3,6,6,2,5,4,5,4,4,2,fractions/decimals 
S02125,High,Average,6,5,4,3,2,5,6,6,4,6,indices 
S02126,Low,High,8,10,8,9,10,9,10,10,10,7,probability 
S02127,High,Low,3,1,0,0,1,2,3,1,0,3,ratio 
S02128,Low,Low,8,5,6,6,6,8,7,7,6,7,perimeter 
S02129,Medium,Low,7,7,6,7,3,6,4,4,6,3,indices 
S02130,Low,High,10,8,8,6,9,10,7,7,9,10,fractions/decimals 
S02131,High,Average,1,0,2,2,0,4,2,1,3,1,perimeter 
S02132,High,Average,0,0,1,0,0,0,2,1,1,3,number sequences 
S02133,Medium,Average,8,5,7,8,8,6,7,7,5,8,perimeter 
S02134,High,Low,2,4,2,5,6,6,4,4,2,3,number sequences 
S02135,Medium,High,6,7,7,6,5,5,5,4,7,4,volume and capacity 
S02136,Medium,Average,3,3,4,2,4,5,6,4,5,6,fractions/decimals 
S02137,Low,High,9,8,8,6,6,6,5,6,5,5,angles 
S02138,High,Low,0,1,2,0,0,1,0,0,3,0,number sequences 
S02139,High,High,6,7,5,6,5,7,8,6,5,7,ratio 
S02140,Medium,High,6,5,5,3,2,4,4,2,6,6,indices 
S02141,High,Average,3,3,3,5,3,6,3,6,6,6,number sequences 
S02142,Low,Average,6,4,6,4,4,7,7,8,6,4,perimeter 
S02143,Medium,Average,4,5,6,8,7,5,8,5,6,8,number sequences 
S02144,Low,High,10,7,8,6,10,7,6,9,8,9,fractions/decimals 
S02145,Medium,Average,8,8,7,8,9,6,8,6,6,7,algebra 
S02146,Medium,Average,7,8,4,8,5,8,7,7,8,4,ratio 
S02147,High,Low,1,1,4,4,3,1,1,2,1,2,number sequences 
S02148,High,Average,1,3,1,1,1,2,4,3,4,2,number sequences 
S02149,Low,Very High,6,6,5,6,5,5,7,5,8,5,ratio 
S02150,Low,High,8,7,6,7,10,10,10,6,6,9,ratio 
S02151,High,Low,5,2,3,3,2,6,2,2,4,6,perimeter 
S02152,Low,Low,3,6,5,7,7,5,5,3,7,4,number sequences 
S02153,Low,High,5,6,6,7,6,8,8,9,8,9,number sequences 
S02154,High,Average,1,1,2,4,2,0,0,4,4,4,algebra 
S02155,Medium,Average,8,9,5,8,8,6,5,9,9,8,ratio 
S02156,Medium,Average,3,3,5,7,5,6,4,3,4,4,number sequences 
S02157,Medium,Low,4,4,6,7,6,5,6,5,7,6,number sequences 
S02158,Medium,Low,8,4,7,4,7,4,4,8,8,4,perimeter 
S02159,Medium,Low,9,7,7,8,6,6,8,5,9,5,volume and capacity 
S02160,Low,Average,7,8,7,5,8,6,7,8,9,5,fractions/decimals 
S02161,Low,Very High,6,8,8,6,7,9,5,9,5,5,angles 
S02162,Medium,Average,7,8,7,7,8,5,7,5,6,6,algebra 
S02163,Medium,High,6,7,6,4,7,7,4,5,3,6,area 
S02164,Medium,Average,8,7,7,7,9,8,5,5,8,6,angles 
S02165,Medium,Average,6,4,3,6,5,5,3,3,7,3,ratio 
S02166,Low,High,9,7,10,9,10,10,10,9,7,10,perimeter 
S02167,Medium,Average,4,3,3,3,3,5,4,2,6,2,volume and capacity 
S02168,High,Average,2,4,4,4,3,4,6,6,5,6,number sequences 
S02169,Medium,Very High,6,4,5,4,4,5,5,7,5,3,probability 
S02170,Medium,Low,4,5,7,4,6,8,6,5,8,5,number sequences 
S02171,Medium,Very High,5,6,4,5,7,6,7,4,8,8,ratio 
S02172,High,Low,3,1,2,3,1,1,4,1,0,4,area 
S02173,High,Average,2,1,0,3,2,3,0,2,1,1,ratio 
S02174,Low,High,10,8,7,9,6,10,8,8,7,6,indices 
S02175,Low,Very High,9,9,6,6,9,9,7,7,5,8,area 
S02176,Medium,High,7,7,5,5,7,5,8,4,4,5,volume and capacity 
S02177,Medium,Very High,8,4,6,4,8,7,8,4,8,4,perimeter 
S02178,High,Low,3,4,1,1,2,3,5,4,4,4,ratio 
S02179,Medium,Low,5,6,6,7,7,9,5,9,5,6,number sequences 
S02180,Medium,High,2,4,5,3,3,6,6,3,6,5,number sequences 
S02181,Medium,Average,5,6,6,2,3,3,2,6,3,5,fractions/decimals 
S02182,Medium,Average,5,6,6,3,5,3,6,4,4,5,fractions/decimals 
S02183,Medium,High,7,4,3,7,4,5,6,5,5,5,ratio 
S02184,High,Low,4,6,2,6,6,5,2,6,4,6,ratio 
S02185,Medium,High,7,3,4,3,3,3,3,3,6,5,perimeter 
S02186,Low,High,10,9,9,10,8,10,8,7,7,10,volume and capacity 
S02187,High,Low,5,3,6,3,6,5,5,6,4,6,perimeter 
S02188,Medium,Average,8,7,6,9,8,5,6,9,7,7,algebra 
S02189,Medium,Low,6,5,8,7,5,7,8,6,8,5,perimeter 
S02190,High,High,9,7,8,7,8,6,8,6,5,9,area 
S02191,High,Average,3,1,0,3,1,1,0,0,0,1,ratio 
S02192,Low,High,9,8,9,10,8,7,8,9,9,10,algebra 
S02193,Low,High,7,6,6,9,9,9,6,9,8,5,probability 
S02194,Medium,High,8,5,8,6,5,8,8,6,7,7,perimeter 
S02195,High,Low,2,0,0,1,2,4,3,3,0,4,perimeter 
S02196,Low,High,9,8,10,9,8,7,7,7,6,10,area 
S02197,Low,Average,5,3,4,5,5,5,7,4,6,7,perimeter 
S02198,Medium,Average,8,5,4,7,6,7,5,6,8,4,ratio 
S02199,Low,High,6,9,9,7,9,9,9,6,7,8,number sequences 
S02200,High,Average,0,3,0,4,0,0,4,0,1,2,number sequences 
S02201,Low,Average,5,6,9,8,9,6,8,6,8,7,number sequences 
S02202,High,Average,5,4,2,3,5,3,4,1,5,1,volume and capacity 
S02203,Medium,High,6,7,5,4,4,6,8,8,4,7,fractions/decimals 
S02204,Medium,Low,7,3,4,5,7,7,5,6,4,6,perimeter 
S02205,Low,Low,6,5,8,7,8,7,5,7,9,9,perimeter 
S02206,Medium,Average,9,7,5,5,6,9,6,6,7,5,ratio 
S02207,Medium,Very High,8,9,7,6,6,7,7,6,9,7,fractions/decimals 
S02208,Low,High,5,8,6,5,5,6,7,7,6,5,number sequences 
S02209,Low,Average,9,8,8,8,6,5,6,5,5,5,algebra 
S02210,Medium,Low,5,6,7,5,6,6,4,8,8,4,angles 
S02211,Low,Average,6,5,6,7,5,8,6,6,6,8,perimeter 
S02212,High,Low,2,1,5,3,4,2,5,1,2,3,perimeter 
S02213,High,Average,2,3,0,0,0,0,1,2,3,1,ratio 
S02214,Low,Average,5,5,7,4,5,7,5,4,6,5,fractions/decimals 
S02215,Medium,Low,7,8,5,5,7,5,8,5,5,7,ratio 
S02216,Medium,Average,6,2,2,5,3,3,6,6,4,5,perimeter 
S02217,Medium,High,8,6,5,8,5,5,6,7,5,6,ratio 
S02218,High,Low,0,0,1,1,0,0,2,1,3,0,number sequences 
S02219,Low,Low,4,4,6,7,4,6,3,5,5,6,angles 
S02220,High,Average,2,4,4,4,6,4,3,2,6,4,number sequences 
S02221,Medium,Low,5,7,4,6,4,4,4,5,3,7,area 
S02222,Low,High,9,5,5,5,9,6,9,8,8,9,perimeter 
S02223,Low,Average,5,6,3,6,7,6,6,4,7,4,ratio 
S02224,High,Low,6,6,4,2,3,2,6,4,2,4,fractions/decimals 
S02225,Low,High,6,7,10,8,6,10,9,9,10,7,number sequences 
S02226,High,Low,2,4,5,2,6,6,6,3,3,3,number sequences 
S02227,Medium,High,5,7,6,5,5,4,6,7,5,5,algebra 
S02228,High,Average,0,1,0,0,1,1,1,2,0,2,number sequences 
S02229,High,Low,1,2,3,0,0,3,0,3,3,0,fractions/decimals 
S02230,Medium,Low,5,2,5,4,3,6,2,2,6,6,perimeter 
S02231,Low,Low,4,7,6,7,7,5,7,6,4,5,number sequences 
S02232,Low,Very High,10,7,10,7,9,8,8,7,6,9,area 
S02233,Medium,High,8,5,8,8,6,8,7,8,8,7,perimeter 
S02234,High,Average,3,5,4,4,3,2,2,2,6,6,algebra 
S02235,High,High,6,7,6,4,4,4,7,8,5,6,fractions/decimals 
S02236,Medium,High,7,5,3,7,4,3,6,4,3,7,ratio 
S02237,High,Average,2,0,0,2,1,0,1,0,0,1,perimeter 
S02238,Medium,Very High,4,6,8,8,7,4,7,5,7,5,number sequences 
S02239,High,Low,1,3,5,2,5,2,5,4,1,3,number sequences 
S02240,Medium,Average,6,6,8,5,8,8,5,6,7,8,fractions/decimals 
S02241,High,Low,5,4,2,4,6,3,3,5,2,3,ratio 
S02242,Medium,Average,8,7,7,6,6,9,7,5,8,5,volume and capacity 
S02243,High,Low,3,0,2,4,0,4,0,1,0,2,perimeter 
S02244,Low,Very High,10,9,10,7,9,7,8,10,7,7,fractions/decimals 
S02245,Low,Low,4,3,3,3,5,4,3,4,6,2,probability 
S02246,High,Average,3,3,0,2,4,3,0,4,2,4,ratio 
S02247,High,Low,2,2,6,5,6,5,2,4,4,2,number sequences 
S02248,Medium,High,2,5,5,5,2,6,2,3,3,5,number sequences 
S02249,Low,Very High,5,6,6,8,9,9,8,8,9,7,number sequences 
S02250,High,Low,3,0,0,0,3,1,3,0,0,0,perimeter 
S02251,Low,High,8,8,10,9,7,7,10,7,10,8,indices 
S02252,Medium,Very High,5,7,5,8,9,7,7,6,6,5,number sequences 
S02253,Low,High,8,7,7,9,6,6,9,10,10,7,indices 
S02254,Low,Average,8,8,8,6,4,6,6,8,4,5,indices 
S02255,Medium,Average,2,3,5,2,4,5,6,2,3,5,number sequences 
S02256,Medium,Average,2,6,5,2,3,2,4,6,2,5,number sequences 
S02257,High,Low,4,5,5,5,6,5,5,5,4,6,number sequences 
S02258,Medium,Very High,7,6,7,6,3,3,7,3,7,3,indices 
S02259,High,High,8,7,4,8,8,5,8,8,6,7,ratio 
S02260,Medium,Low,2,6,4,3,3,3,6,2,3,6,number sequences 
S02261,Low,Very High,8,6,7,8,8,10,10,9,9,10,perimeter 
S02262,High,High,5,7,6,4,7,5,7,6,5,5,fractions/decimals 
S02263,Low,Very High,8,10,9,8,10,9,8,10,8,7,probability 
S02264,High,Low,3,0,3,0,0,0,0,0,2,0,perimeter 
S02265,High,Average,0,1,1,1,1,0,3,0,0,1,number sequences 
S02266,Low,Average,3,5,6,2,3,3,4,4,3,6,fractions/decimals 
S02267,Medium,Average,8,7,8,7,7,6,7,4,5,6,volume and capacity 
S02268,High,High,8,8,8,4,7,8,8,5,6,4,fractions/decimals 
S02269,High,Average,4,2,2,5,2,2,5,3,4,1,probability 
S02270,Low,Average,3,6,3,4,4,5,6,3,7,7,number sequences 
S02271,Medium,Average,5,7,5,4,5,5,8,4,7,4,fractions/decimals 
S02272,High,High,4,4,7,5,8,7,8,7,6,7,number sequences 
S02273,Low,High,6,6,7,5,9,5,6,5,6,9,fractions/decimals 
S02274,High,Average,3,2,4,6,2,2,5,5,3,5,perimeter 
S02275,Medium,Very High,9,9,9,5,5,7,6,9,5,9,fractions/decimals 
S02276,High,High,5,7,6,4,5,4,7,7,7,8,fractions/decimals 
S02277,Low,High,7,8,8,9,5,8,7,8,9,9,indices 
S02278,Low,Low,8,4,4,4,7,6,4,6,5,8,perimeter 
S02279,High,Low,1,1,2,3,3,3,2,3,2,3,number sequences 
S02280,Medium,Low,6,5,7,6,6,7,3,6,6,7,angles 
S02281,Medium,Very High,9,6,9,5,5,6,6,7,6,6,fractions/decimals 
S02282,Medium,Very High,6,7,6,5,3,5,6,3,6,3,indices 
S02283,Low,Low,4,3,4,2,5,2,6,3,5,4,fractions/decimals 
S02284,Medium,Average,6,5,7,6,7,8,6,4,4,7,volume and capacity 
S02285,Low,Average,4,5,6,5,4,5,3,5,6,6,angles 
S02286,High,Average,0,3,3,0,0,3,0,0,0,0,number sequences 
S02287,Medium,Average,8,9,6,5,5,7,7,5,6,7,fractions/decimals 
S02288,High,Average,2,2,1,2,0,2,1,2,1,2,indices 
S02289,Low,Low,4,3,3,3,3,4,4,3,5,2,probability 
S02290,Medium,Average,7,7,7,6,5,7,8,8,6,8,indices 
S02291,Medium,Low,9,5,5,8,5,8,8,9,9,6,perimeter 
S02292,High,Low,0,1,2,0,3,0,1,1,2,0,number sequences 
S02293,High,Average,2,0,2,3,4,2,3,3,3,0,perimeter 
S02294,High,Low,3,4,4,3,3,3,3,6,3,4,number sequences 
S02295,Low,Very High,10,6,10,10,10,7,6,8,6,8,perimeter 
S02296,Medium,Average,5,3,4,5,6,4,2,6,4,5,angles 
S02297,Medium,Average,6,2,5,3,4,2,2,5,6,4,perimeter 
S02298,Medium,High,5,9,7,8,6,6,7,5,6,9,number sequences 
S02299,Medium,Very High,6,4,3,4,5,7,3,5,7,4,ratio 
S02300,High,Average,2,3,3,2,3,2,0,2,1,2,angles 
S02301,Medium,High,3,5,6,6,4,3,5,5,5,2,probability 
S02302,Low,Average,7,4,8,7,8,5,6,7,5,5,perimeter 
S02303,Medium,Average,8,8,8,5,6,8,8,7,8,6,fractions/decimals 
S02304,High,Low,2,5,5,1,2,3,2,1,3,5,fractions/decimals 
S02305,Low,Average,3,7,7,6,7,4,5,3,7,5,number sequences 
S02306,Low,Average,8,7,9,8,5,5,6,9,5,7,indices 
S02307,Low,Average,7,7,6,5,7,6,6,5,4,6,area 
S02308,Low,Very High,7,8,8,6,8,7,10,6,7,8,fractions/decimals 
S02309,High,Average,2,1,4,1,3,1,0,2,4,1,angles 
S02310,High,High,6,3,4,5,6,4,5,4,4,3,perimeter 
S02311,Low,High,6,9,7,6,7,9,6,7,9,7,number sequences 
S02312,High,Low,2,2,1,0,1,1,4,2,2,2,fractions/decimals 
S02313,Medium,Average,6,6,6,3,4,6,4,3,6,4,fractions/decimals 
S02314,Medium,Average,3,6,5,4,7,6,4,4,7,3,number sequences 
S02315,Medium,High,7,7,6,5,6,3,4,3,3,7,algebra 
S02316,Low,Low,7,6,8,6,8,5,6,7,8,4,probability 
S02317,Medium,Low,5,4,3,4,2,3,6,5,6,6,indices 
S02318,Low,Average,8,8,6,7,5,4,5,6,5,7,algebra 
S02319,Medium,Low,5,4,2,4,2,6,6,6,2,3,ratio 
S02320,High,Low,6,5,3,3,3,5,6,6,3,4,ratio 
S02321,High,High,5,3,4,5,4,4,6,6,5,5,perimeter 
S02322,High,Average,0,3,3,1,0,4,4,3,1,4,number sequences 
S02323,Low,High,8,7,10,7,10,10,7,10,10,8,perimeter 
S02324,Low,Average,2,5,3,4,6,4,6,4,5,2,number sequences 
S02325,Medium,High,3,3,4,7,4,5,7,4,4,5,number sequences 
S02326,Medium,High,6,2,2,2,3,5,5,3,6,2,perimeter 
S02327,Medium,High,7,7,8,6,7,5,8,7,7,6,algebra 
S02328,High,Low,4,6,5,4,4,5,2,5,4,5,angles 
