No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area arks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject
264,14,M,4,188,66,2,2.3033307327074195,550,275,2,2,810,363,2,3,0,0,1,0.4663439149184215,790.0479265143352,0,2,5,458,177,1,11,2431,88,2,2,180.61941549978815,405,1,0,1810.815507685125,1183,2,1,2435.0,399,0,44.84368477703691,8,15.099173631435836,3.0,14,Only school lessons,angles,area,sinala,health
265,13,M ,4,232,208,2,2.7728411825358443,424,289,2,6,160,66,2,5,1397,218,1,0.5601344695667827,0.0,427,2,12,1277,0,1,9,1637,738,1,3,1352.3912199607148,424,0,0,2499.770211042972,382,1,5,451.8426954355375,472,2,49.0677202645228,40,25.015124155477412,9.659558170054535,13,practicing,fractions,circle theory,home science,PTS
266,15,F,4,95,161,2,3.759533449636243,306,380,2,5,213,52,2,3,1285,48,1,1.7141577795055045,777.9497871403573,87,1,11,1232,0,2,2,1521,509,2,2,2215.523980429066,116,1,0,2582.096912723703,469,1,1,2143.619090100141,94,4,53.45922694064281,42,13.169690434993857,29.6482029963275,19,figures,set theory,set theory,ict,sinhla
267,14,F,3,113,226,2,2.7685042819283385,603,482,2,10,874,162,2,0,479,189,2,1.0887414117286334,805.6613078039522,926,2,12,2036,24,2,13,1854,236,2,0,0.0,0,0,2,1308.0665800713655,665,2,7,2320.2750162379707,393,4,29.47098035657201,7,19.658558092036287,19.8345371467656,19,figures,probability,roman numbers,home science,PTS
268,15,F,2,194,91,2,2.9506184283620045,542,179,2,6,160,173,2,0,987,421,2,0.6297905918871904,1208.625998467911,360,2,5,1361,660,2,13,1925,684,2,1,532.3452082214216,0,1,2,2330.0465855308576,0,2,5,1587.7771756329155,335,2,28.516027708327837,28,15.48535581616233,21.097310761989437,17,Only school lessons,equations,none,health,english
269,14,M ,5,75,283,2,4.975447127431383,140,150,2,5,508,177,2,6,986,931,2,0.02335582545773912,52.45117590713937,318,1,4,1274,182,2,6,1745,298,2,2,1364.1885710046406,182,1,0,1897.358490709498,162,2,1,337.76924995625313,371,3,62.5,7,10.36598385818228,37.0,19,practicing,perimeter,percentages,maths,home science
270,14,M,4,229,79,2,2.0,298,56,2,5,614,31,2,3,1272,576,0,0.0,364.45418108517686,587,2,4,1032,0,1,10,2302,329,2,0,1468.085032630921,339,1,0,79.4259971131828,0,2,3,2435.0,391,1,39.808585151955214,10,13.295734952356014,18.97163015448557,16,practicing,probability,decimals,sinhala,history
271,14,M,3,265,154,2,2.7580911845020486,431,468,2,11,754,242,2,0,484,451,2,0.3080989713756243,2161.1416743608697,223,1,4,445,304,2,4,2431,572,2,3,1691.30725827197,124,1,0,1469.9209594485658,723,2,4,2282.7611222030087,0,1,28.19390232619475,8,25.661505491610818,19.187025207280357,12,Only school lessons,perimeter,roman numbers,dancing,sinhla
272,14,M ,4,40,119,2,2.6019822572779234,174,257,2,1,649,223,2,5,471,0,2,0.2742216010263935,507.90033349864893,16,2,7,666,292,1,1,1426,314,2,0,135.35610792354896,75,1,2,2244.1814852743023,0,2,4,60.4081562295612,194,0,44.580900057725295,9,18.85043799028293,32.446671246003504,21,figures,Tessellation,fractions,sinhala,health
273,15,M ,3,237,160,2,3.348628284219265,670,218,2,8,330,329,1,11,817,516,2,2.4745804158707303,1261.867009902453,64,2,3,1306,254,2,7,1517,705,2,0,0.0,0,1,0,1855.5015943320404,288,1,4,2435.0,138,4,44.19259216681387,18,2.3885595998185423,18.167006100306384,17,practicing,set theory,circle theory,sinhala,none
274,14,M,3,123,63,2,3.201445746997007,110,204,2,11,575,477,2,0,1741,0,1,1.436109858368564,0.0,380,0,5,2036,210,2,11,2251,274,2,1,1206.1481959889747,296,1,1,1184.4550124295713,22,1,5,0.0,169,2,37.61946537343801,Ab,23.89352343228212,23.881820024070784,18,practicing,percentages,geometry,civics,none
275,14,F,5,152,315,2,3.0491363874037734,332,56,2,4,707,222,1,0,647,852,2,0.46567344305192193,1495.444499042393,548,1,7,1379,186,1,5,2368,625,2,1,1417.8688307965626,0,1,0,1729.5738587646115,0,2,4,2153.6956761030924,506,2,11.47782979682587,78,12.220345872907885,24.57492805529654,13,practicing,equations,roman numbers,dancing,none
276,13,F,5,90,219,2,4.1535019647358835,524,184,2,9,855,299,2,4,1098,465,2,1.1813864104643301,335.73620802651044,294,1,8,1052,284,1,13,2431,72,2,0,0.0,427,1,1,2682.412360653465,0,1,7,868.3628907365837,0,3,53.71857776906142,78,16.69662318939806,9.396936931463394,14,figures,equations,percentages,english,PTS
277,14,M,3,152,94,2,4.073484978607568,258,399,2,5,300,313,2,3,147,0,2,0.0,835.3789614154007,21,2,4,2036,522,2,2,2272,414,2,0,2428.0,420,1,3,2725.0,1240,1,0,270.3454202369646,132,0,48.62509375601566,42,26.13196794202168,25.58324539120948,15,practicing,Tessellation,roman numbers,none,home science
278,14,M ,2,60,235,1,4.601295017375116,320,201,2,8,160,51,2,2,356,637,1,0.0,2060.568325937468,375,1,1,1693,354,1,9,1605,625,2,1,2129.8957893904594,399,0,0,587.5625166395566,644,2,1,1493.050757344589,0,1,54.72142385898177,5,3.9071842396444385,14.976398845778128,15,practicing,decimals,triangle theory,home science,buddhism
279,14,M ,4,173,40,2,3.1282582320782124,305,56,2,5,708,315,2,0,1040,698,2,0.0,1514.0080231540028,560,0,5,657,119,1,5,1594,449,2,0,1110.0323187676825,15,0,4,2725.0,672,2,2,1366.1597118411596,225,0,62.5,18,23.515490581912776,20.337454753325254,15,practicing,set theory,triangle theory,none,buddhism
280,14,F,4,190,178,2,2.0258362849616853,446,342,2,4,853,244,2,4,1017,303,1,0.9269129819290092,2064.6647569787983,153,1,0,836,344,1,10,1698,750,2,0,15.564268048256736,51,1,4,815.2552339830444,350,2,0,2435.0,304,2,19.710417350970435,2,18.29133122654605,36.19572253110077,21,figures,area,area,ict,geography
281,15,M ,2,167,40,2,2.992117650270903,353,139,2,10,453,64,2,6,969,344,0,0.0,0.0,926,2,5,538,303,1,8,2431,425,2,1,0.0,110,1,3,1103.0000405802475,1273,2,4,2435.0,308,1,9.543319177562307,20,3.474203996140794,19.41568356586321,16,Only school lessons,equations,circle theory,civics,history
282,15,M ,3,133,337,2,2.7397339495443918,573,145,2,8,394,77,2,9,388,402,2,1.679639865217963,531.872338402894,145,2,6,1037,890,2,12,1964,195,2,2,285.2018924835062,0,1,4,1931.7913752874251,719,2,0,809.2670901819871,235,3,46.590036241854484,42,24.125343771527316,22.804498202877813,14,practicing,equations,decimals,english,home science
283,15,M,2,152,166,1,5.0,371,419,2,8,669,105,2,0,0,787,2,0.4361994423769768,1462.0881371468286,275,1,6,1678,365,2,0,2182,602,2,0,1426.044889512275,825,1,0,1149.3548180026055,66,1,3,1854.400581167404,399,4,13.025509571491757,5,10.554248037709595,15.814361095355935,21,Only school lessons,percentages,simultaneous equations,none,english
284,15,F,2,215,159,2,4.378940520047895,110,60,2,11,250,40,2,3,609,460,1,0.0,1063.060057089585,0,2,5,1761,428,2,6,1175,506,2,0,2428.0,306,0,0,1443.8510244400618,0,1,1,2435.0,102,2,62.5,40,6.516568597834684,24.822978969741268,17,figures,number sequeces,circle theory,home science,maths
285,14,M ,2,98,72,2,3.212964423083228,422,169,2,1,849,78,2,7,721,880,2,0.0,1074.1103312670111,521,0,6,2036,315,1,5,2058,295,2,2,0.0,149,1,0,2516.0143210031147,1012,1,2,2435.0,484,1,51.46773116943958,3,28.5,18.279392571810856,14,practicing,angles,set theory,none,home science
286,13,F,2,211,163,2,4.099430811521428,110,165,2,4,468,174,1,6,947,0,2,0.524091016735031,1479.9233808289355,171,1,8,336,6,1,1,1605,260,2,1,1077.113128958523,0,0,0,965.9660004261608,0,2,4,1968.5208215209989,0,4,57.66457178751409,15,19.71035513303307,29.244954727612047,20,figures,perimeter,triangle theory,english,geography
287,15,M ,2,40,158,2,2.0,329,117,2,4,225,34,2,5,942,290,1,0.628712058309574,1520.6066837592962,688,2,6,1110,167,1,11,1197,72,2,0,1753.3258381826513,208,1,0,2384.2975379917752,97,2,6,1792.4393075689932,348,1,16.645093367543428,39,16.257733067811156,15.948606877583538,20,figures,equations,set theory,health,science
288,13,M ,5,76,173,2,2.774200682695726,112,324,2,9,160,81,2,0,1547,410,1,0.912322154716597,592.9327788512504,541,2,4,1653,551,2,6,1165,72,2,0,2428.0,278,1,3,843.5885262726518,726,2,6,665.7659575332216,571,4,31.711870056880407,39,11.75370348026917,9.010670033397288,14,figures,fractions,simultaneous equations,civics,home science
289,14,M,5,133,245,2,3.8845762298425766,110,110,1,0,350,117,2,6,988,152,2,0.0,1102.429280783368,550,2,12,1400,0,2,3,1242,255,2,0,1918.762296096113,593,1,3,2323.2911320366666,920,2,5,2127.0355121139214,106,2,32.78400903668085,8,20.696703351414317,17.973330657777655,16,practicing,volume,decimals,maths,history
290,14,F,2,249,132,2,3.8437293844056475,640,229,2,7,566,85,2,5,1741,893,2,0.4545031388610513,1159.4198035777838,0,2,3,668,404,2,3,1958,405,2,2,2428.0,0,0,0,2725.0,24,0,0,1216.4406465929314,0,4,62.5,Ab,11.5672273277703,13.622199381346487,18,figures,fractions,decimals,home science,buddhism
291,15,M,2,122,121,2,4.501191386235771,216,397,2,3,707,16,2,6,1133,555,2,0.0,569.9826924614524,83,0,4,1827,1,2,9,2165,322,2,1,1316.8810308066259,409,0,1,2175.5181358009822,869,0,4,2309.6704468111475,502,3,29.667051113185035,10,23.563001876437607,12.885807798132127,15,figures,Tessellation,geometry,health,PTS
292,15,M ,2,168,203,1,3.359080972380056,166,56,2,10,267,155,2,3,1363,351,2,0.29362086381684066,1089.670351736033,352,1,5,1528,146,1,12,1516,493,2,3,571.0268993528383,274,1,1,1582.8456453800814,0,1,5,2435.0,454,4,41.966084613737564,9,24.771039990968845,20.99959753612727,18,figures,Tessellation,circle theory,ict,PTS
293,13,M,3,143,190,2,3.9689197179425646,210,56,2,8,642,353,2,2,405,546,2,0.3110374648333993,1173.562365818345,97,1,2,1702,540,1,6,1989,760,2,0,1466.832106199585,0,1,2,2519.684810825211,23,2,5,2341.7137565474745,194,1,25.91332960474223,15,23.418165232714784,16.9937039398715,14,figures,Tessellation,percentages,history,health
294,14,M ,5,294,136,2,3.7115864934536096,395,243,2,11,1049,24,2,9,325,639,2,0.8211555001630815,1120.7033754047975,169,2,12,906,371,1,10,1702,819,2,3,1576.425735667715,346,1,0,1821.9692697280384,0,2,4,2005.0238086812747,383,3,45.65537739153572,18,7.839186189937413,3.0,18,Only school lessons,perimeter,set theory,health,tamil
295,14,M,6,260,75,2,3.8105935564228193,168,128,2,5,160,204,2,7,603,115,2,0.0,1645.4051740960558,19,2,4,948,54,2,10,1090,343,2,2,0.0,184,0,2,563.2800558194565,388,2,0,1043.079589963674,95,3,22.49339005642038,2,13.745698317734812,12.504208446406373,21,figures,equations,fractions,sinhala,english
296,14,F,3,207,87,1,2.5278768633235025,453,99,2,3,480,15,2,1,1446,91,2,0.0,2210.0,432,2,6,2036,415,2,8,1192,302,2,1,411.8617401286193,353,1,0,849.3203945910432,0,2,0,0.0,106,3,44.029831523540714,28,18.053642813455053,17.447462640931995,10,Only school lessons,fractions,circle theory,maths,sinhla
297,15,M ,4,85,145,1,3.0485135565474972,575,497,2,11,888,308,2,3,990,412,2,0.6549113373980998,1108.2614349512303,533,2,2,1045,207,0,7,1404,356,2,0,3.7516228831275384,520,1,0,1956.9223376670818,0,1,5,567.2780828002963,237,2,25.059978236447257,28,23.910897908401758,13.511206775463144,16,figures,equations,roman numbers,sinala,maths
298,15,F,3,109,40,2,5.0,225,138,2,9,505,131,2,3,621,716,2,0.9492132308028975,2210.0,0,2,8,2036,101,2,11,1233,72,2,2,651.8864405052982,356,1,0,2215.2653468818276,844,1,5,1137.525535331459,683,0,55.67077322350072,7,28.5,11.384604343366066,14,practicing,volume,area,english,tamil
299,14,M,5,114,107,2,3.7047760456296635,110,142,2,5,368,15,2,8,250,491,2,0.6044447693467312,852.2651895249181,559,1,6,1070,346,1,10,736,434,2,0,174.15420307974705,530,0,0,2355.0305586363647,0,2,0,1674.8471614793204,269,0,24.75257710107545,39,14.867708524281127,19.55500043537234,12,figures,Tessellation,volume and capacity,history,buddhism
300,14,M,4,152,150,2,2.8997120556268614,462,190,2,1,464,40,2,4,1159,1197,2,0.0,76.53041455913637,622,1,10,1013,185,2,5,2431,625,2,1,1303.9051360071142,58,1,1,1818.7608212706598,30,2,8,1174.0158531590614,412,1,23.163458797203965,42,8.378289244499282,3.0,18,Only school lessons,set theory,geometry,science,none
301,14,F,2,279,62,2,2.9450122272492276,164,56,2,4,762,457,2,12,950,128,2,0.0,580.898551572559,587,1,9,736,263,2,11,1491,398,2,0,423.3025591325676,441,1,4,1034.19097295977,0,1,2,2400.634939403927,461,4,62.5,Ab,28.5,3.0,11,figures,fractions,set theory,none,science
302,14,F,4,108,200,1,5.0,341,122,2,11,349,283,1,0,840,170,2,1.1756332976550328,1974.6677057451889,439,2,0,552,158,1,13,1083,337,2,0,232.95896802760524,644,1,0,1293.9322056439132,783,2,6,813.2081211488771,764,3,23.64343986441486,2,6.58172440365227,27.460136163263726,15,practicing,equations,roman numbers,ict,history
303,14,M,3,289,67,2,3.484105917800715,393,235,2,8,1056,15,2,2,1014,740,2,0.0,1186.1901972637593,145,2,7,593,281,1,6,2237,356,1,0,1957.2839194942562,284,0,3,2725.0,528,2,8,482.762091835324,103,4,46.415291042502645,18,24.15383178580489,21.57072265767431,21,practicing,angles,none,buddhism,health
304,14,M ,2,99,218,2,2.9116628883636784,863,56,2,4,164,160,2,2,1067,522,1,0.18458459646067307,697.0823379082593,379,2,1,649,439,1,5,1206,186,2,1,939.0501394419904,422,1,1,0.0,946,1,2,1936.1551093537462,71,2,25.917573937727482,7,16.814536182358506,3.695269275548247,18,Only school lessons,equations,roman numbers,sinhala,maths
305,14,F,3,106,94,1,4.609773675937423,507,254,2,7,582,15,1,0,1324,508,2,0.4536405453305717,1246.0863964179575,0,1,9,847,130,1,6,1069,202,2,1,2008.056813223479,453,0,2,1615.6266838035774,699,1,0,79.66744401656229,392,4,38.42945210274815,28,17.976692241101247,32.82788218390622,16,Only school lessons,equations,set theory,english,tamil
306,15,M,5,271,145,2,2.0,758,390,2,4,272,299,2,1,1092,336,2,0.0,1505.655561855453,348,1,5,118,255,2,4,1363,639,2,2,167.01169835549797,409,0,1,2725.0,476,2,3,0.0,320,1,6.0,35,9.730063064705451,22.49863572669565,13,practicing,perimeter,geometry,maths,sinhla
307,15,M ,3,123,99,2,3.533908192455639,421,261,2,0,406,351,2,6,756,311,2,0.2790059970543074,1982.6093451926738,353,2,4,155,5,1,0,1604,209,1,0,1752.9514589793944,287,1,1,1352.2462648329483,1089,1,9,2435.0,463,2,14.866020654168906,2,10.088979209802204,21.942156850523407,10,figures,angles,fractions,health,geography
308,15,M ,5,200,218,1,3.247377947709983,342,277,2,3,803,114,2,2,212,454,2,0.419589372860804,890.3008266126416,103,2,2,2036,348,0,7,1164,832,2,1,588.870163129433,0,0,1,1126.4734719601615,968,2,2,1757.3521353964898,663,2,34.417967761464176,78,10.988847436149204,14.855763756696245,20,figures,equations,percentages,health,tamil
309,13,M,4,276,93,2,2.288680003775653,418,174,2,7,358,248,2,5,744,246,1,0.4828749824293951,1176.4973269614748,0,1,6,1403,338,2,4,612,121,2,0,2159.235333436269,0,0,0,1346.2559586625541,0,2,6,1863.1627541586813,317,0,6.0,18,22.920061639632117,13.582107020687314,18,Only school lessons,fractions,percentages,health,buddhism
310,14,M,3,171,76,2,2.0,186,183,2,4,417,485,2,0,849,1062,1,0.0,263.31664733008813,277,1,0,1453,0,2,11,2431,576,2,1,1616.8667120508508,122,1,3,2725.0,726,1,8,0.0,627,0,15.229720882120244,2,17.60981703044358,17.86419109919112,20,Only school lessons,equations,simultaneous equations,dancing,home science
311,14,F,3,123,192,2,5.0,340,57,2,10,486,298,1,0,579,638,2,0.0,1754.5840254408192,59,2,3,380,337,0,3,1150,366,2,1,1359.3794883722517,335,0,0,2596.659111300726,211,1,0,485.40198368065467,172,3,35.15183604924044,9,24.81819767350844,7.57470713376744,21,Only school lessons,angles,probability,health,english
312,15,M,4,41,40,2,5.0,592,69,2,10,607,297,2,2,793,557,2,0.2554820491061611,425.50233610582416,0,1,0,0,233,2,6,2154,322,2,2,899.5393495388795,601,1,1,1979.8777003013602,305,2,3,1381.4608208753982,138,4,25.128763609284242,42,28.5,19.832958168271343,16,figures,angles,roman numbers,buddhism,english
313,15,F,6,40,256,2,2.6263176626469034,122,446,2,8,489,191,2,4,1193,435,2,0.0,893.7733165752354,381,1,9,594,365,2,10,2350,91,2,0,0.0,162,1,2,2180.8440846700923,770,2,0,1281.2067144533535,132,1,27.03222425595755,28,13.058136082429993,19.048563204220507,17,practicing,fractions,fractions,english,home science
314,15,M,2,145,233,2,2.298877239871575,690,215,2,7,160,82,2,5,1102,0,1,0.5012643252348751,1403.553977597044,529,0,0,727,448,1,13,2286,181,2,1,1341.0750609869615,34,1,5,2088.1825452403123,0,2,1,2435.0,265,4,62.5,39,9.588173516706002,27.60664498827889,20,figures,angles,set theory,english,english
315,14,F,2,76,146,2,5.0,394,56,2,11,578,225,1,7,0,765,2,0.5830808214822818,1300.1775620034632,290,2,3,1027,249,2,9,1441,452,2,0,1472.8961804193575,396,0,0,2377.7783356892105,0,2,1,1892.0445653747006,335,2,32.377723559805574,42,13.098347361681276,3.0,10,Only school lessons,decimals,decimals,english,sinhla
316,14,F,2,115,121,2,4.242224030085054,260,152,2,10,160,259,2,6,0,116,2,0.16663383765016004,566.2496224798148,86,1,5,1169,27,1,5,1174,440,2,2,1993.8962111710227,203,1,4,541.557360624244,0,2,0,1076.1191383762548,270,0,34.962675261582305,7,11.46382525767389,37.0,16,practicing,area,percentages,maths,health
317,15,M ,3,90,150,2,2.4799165871571835,269,370,2,6,618,270,2,8,446,51,2,0.5245847135195917,1018.4067739114464,697,0,8,769,1,1,1,2129,609,2,0,2375.21448786535,0,1,1,1343.6747687331058,734,1,0,2082.9967943028723,370,2,45.46216034362786,7,23.80983518662621,33.02331198992388,16,figures,equations,volume and capacity,civics,maths
318,14,M ,3,226,77,2,4.409776892385871,544,152,2,5,160,15,2,5,704,823,1,0.0,1050.9649451418818,0,1,6,862,475,1,6,1275,648,2,4,795.6434342809099,330,1,0,2036.6873165235716,0,2,9,0.0,237,4,48.43126672530329,8,28.5,21.046837710873028,15,practicing,set theory,circle theory,none,PTS
319,14,F,5,69,138,2,3.092339665150493,478,207,2,5,534,15,2,5,330,471,1,0.8644037288307684,714.3697765597826,578,1,2,0,115,2,4,1514,199,2,0,2096.7908976885064,392,1,0,1533.1943775601148,761,2,1,609.9912713719573,87,4,6.0,Ab,13.015738132172848,27.309226671529053,21,Only school lessons,probability,roman numbers,civics,science
320,15,M,3,107,166,2,3.3828906601217055,296,306,2,8,404,167,2,0,0,52,1,0.703985044570318,1772.3106548603378,40,1,7,1056,244,1,7,837,207,2,2,162.21293004196127,491,0,0,1998.4705821005036,687,2,0,860.7392467697493,0,4,46.86816889378815,35,14.247723697171539,5.591092246968966,20,practicing,equations,geometry,health,none
321,14,M ,2,60,198,2,2.852099351324786,386,178,2,7,160,15,2,5,452,795,2,0.3025931315884711,328.9060309613859,242,1,8,1113,346,2,0,1185,613,2,1,2011.0169706270403,0,1,0,1457.3003791928847,664,2,4,1359.860220556926,318,3,32.05759493668401,37,19.587202192767183,26.70001686344591,14,figures,equations,none,health,history
322,14,M,4,101,204,2,4.209281911566724,559,56,2,11,486,156,1,5,54,749,1,0.0,960.1728780864302,83,1,7,282,167,1,7,2431,537,2,0,810.2616582017665,90,0,1,975.4715514154623,0,1,5,1622.547825064549,303,4,39.890763883255374,18,2.0,32.15443240219398,14,practicing,Tessellation,roman numbers,sinhala,history
323,15,F,3,114,246,2,2.0,516,356,2,10,160,287,2,7,773,293,2,0.0,0.0,320,2,7,2036,360,2,12,2431,207,2,1,2428.0,173,1,2,1972.5966160559149,490,2,7,2435.0,294,2,37.540522562096946,8,9.618579861865097,24.3224426533315,19,practicing,probability,area,sinala,history
324,13,M ,3,46,112,2,4.530991746658248,157,377,2,6,442,293,2,11,704,413,2,0.0,1518.720000435519,275,2,4,1687,462,1,3,2087,476,2,0,1882.1452869541554,104,0,3,815.2219377398162,790,2,0,1682.428492234481,285,0,62.5,18,22.15509679232467,7.044070986465583,18,Only school lessons,probability,roman numbers,english,geography
325,14,F,2,97,175,2,3.450092648266047,397,531,2,1,235,226,2,5,380,611,2,0.0,597.3940594538421,441,0,5,858,642,2,13,2356,251,2,2,1462.6205005709076,190,1,5,2357.3662046010245,144,1,1,1966.9944293703593,335,0,35.206537547042814,9,20.721795050919063,12.131829099376684,14,figures,set theory,none,maths,geography
326,14,M ,3,115,40,2,2.3650344576898643,646,111,2,5,394,157,2,1,1229,999,2,0.38585196517621356,387.81585687134486,131,1,2,1595,182,1,7,1886,837,2,2,1663.8220185922341,0,1,0,1198.527912357194,408,2,0,2435.0,0,0,62.5,39,23.254149233376666,24.37551458607198,21,practicing,perimeter,triangles,civics,buddhism
327,14,M,2,173,183,2,2.947183761067447,840,70,2,5,165,209,2,0,291,151,1,1.4703013993019258,0.0,214,2,6,1673,0,1,8,2431,73,2,1,712.4757466748565,0,1,0,1307.503257349006,496,2,10,1413.6263805097856,287,2,21.90906529617242,10,19.889050806299135,5.431966112036534,13,Only school lessons,Tessellation,simultaneous equations,home science,sinhla
328,15,F,4,121,234,2,3.9738496133730132,249,214,2,5,1116,25,2,2,1065,576,2,0.0,748.4365845018567,290,2,3,1420,0,2,3,1986,72,2,1,1244.642734472917,409,1,0,1551.452130111765,1076,2,0,0.0,0,4,37.68411896336371,25,17.888552306820614,9.050053769276156,18,practicing,set theory,circle theory,sinhala,buddhism
329,14,F,4,72,200,2,3.0138399971914036,335,330,2,9,415,255,2,0,908,407,2,0.0,0.0,470,2,6,1198,64,2,4,1567,466,2,3,892.5730774409542,290,1,1,2465.642438988374,553,2,7,949.6722437841544,764,4,31.470208492847068,37,23.27469050954346,3.0,21,practicing,angles,triangle theory,home science,geography
